file,artist,title,lyrics
each other.

SISSY
Your shit is so tired, Justice!

JUSTICE
Call me Boo-Boo Kitty Fuck--BITCH!

Justice high-kicks Sissy and she goes flying across the stage.

Sissy sails toward the craft service table, landing atop
Missy and Chrissy, knocking them out.

Willenholly stands to see why the girls stopped shooting.

WILLENHOLLY
Hello? Truce?
(beat)
I think I killed both of them.

Suddenly, he lets out a shriek and falls forward, revealing
a tranquilizer dart in his ass, and SUZANNE standing behind
him, holding the gun up in the air.  Justice surveys her
handiwork for a beat, then calls off toward the Bluntmobile.

JUSTICE
C'mon guys. It's over.

Jay, Bob, and Banky pop up from behind the car and join her.

JAY
Yo, I was just about to jump in there
and get your back.

Then, the SOUND of SIRENS rings out in the distance.

JAY
Holy shit, the cops! We gotta get
out of here!

JUSTICE
No. I'm tired of running.

Justice lifts Willenholly into a sitting position and taps
his face.

JUSTICE
You awake, Marshal? Marshal?

WILLENHOLLY
(tries to move but
can't)
Oh my God, I'm paralyzed. The monkey
shot me in the ass and paralyzed me!
Oh the irony!

JUSTICE
(off Suzanne's gun)
You're not paralyzed. It was just a
tranquilizer.

WILLENHOLLY
Jesus! Tranqued by a little monkey!
My friends in the Bureau are never
gonna let me live this down!

JUSTICE
You have friends in the F.B.I.?

WILLENHOLLY
(crying)
They all made it in, but I failed
the exam. Why the hell else do you
think I became a Federal Wildlife
Marshal? 'Cause I'm a joke!

Justice looks toward the direction of the sirens, thinking.
Then--

JUSTICE
Maybe not. I can make you a deal
that'll get you into the F.B.I.,
regardless of test scores.

WILLENHOLLY
What kind of deal?

JUSTICE
You drop the charges against Jay and
Silent Bob and say you never found
the ape.  Make sure the world knows
they're not in control of any C.L.I.T.

JAY
Now wait a second--

JUSTICE
I'll explain later, Jay
(to Willenholly)
In exchange, I'll give you the
diamonds I stole, and turn in Sissy,
Missy, Chrissy, and myself. But I
want a reduced sentence.

WILLENHOLLY
You'd be willing to do that?

JUSTICE
(off Jay)
For him? I'd be willing to do
anything.

Justice stands and takes Jay by the hands.

JUSTICE
I'm an international jewel thief
who's facing a jail sentence.

JAY
That's alright. I'm a junkie with a
monkey.

JUSTICE
If I go to prison, will you wait for
me?

JAY
I don't know. Will we fuck when you
get out?

Justice smiles and kisses Jay Passionately. The kiss should
say it all, but--

JAY
Don't change the subject. Will we
fuck when you get out?

JUSTICE
Snoogans.

Justice and Jay kiss again.

Suzanne reached up to Silent Bob, who picks her up. She grabs
his face and kisses him.

Willenholly looks to Banky.

WILLENHOLLY
Wow. There's a lot of love in the
room.

BANKY
Regardless of what you may have heard.
I do not kiss guys.

EXT. SOUNDSTAGE--LATER

Justice and Jay are still kissing, until Willenholly pulls
her away and loads her into the waiting Cop Car.

WILLENHOLLY
Sorry, Justice. We've gotta go.
(to Jay: friendly)
Hey--stop stealing monkeys.

JAY
Fuck you.

WILLENHOLLY
Fair enough.

Willenholly closes the door behind Justice and gets in the
car.

JUSTICE
(to Jay)
Wait for me.

JAY
What--here?

Jay looks at Justice, confused, as the Cruiser pulls away,
leaving Jay, Bob, Suzanne, and Banky. They start walking
down the lot.

BANKY
Well, boys--you're rich in love--
(indicating Jay)
Well, you're in love. And to top
that off, you've got your own monkey.
What more could two guys from Jersey
possibly want?

JAY
All those fucks to stop talking shit
about us on the Internet, for
starters.

BANKY
What do I keep telling you? There's
not much you can do to stop that.
Well, short of showing up at all
their houses and beating the shit
out of them, I guess.

Jay and Bob suddenly freeze. They look at each other and
smile.

JAY
(to Bob)
You know--with all that money we're
gonna make we can buy a lotta plane
tickets.

START THE JAY AND BOB KICKASS MONTAGE

EXT. SKY--DAY

A passenger JET flies through the sky.

EXT. SUBURBAN STREET--DAY

Jay and Bob stand across the street from a house. They check
the address on the big ream of paper they're carrying, nod
at each other, and cross the street.

INT. HOUSE--DAY

The doorbell rings. A MOTHER answers it to see Jay and Silent
Bob standing in the doorway.

MOTHER
Can I help you?

JAY
Yes. Ma'am, Does--
(reading of paper)
William Dusky live here?

MOTHER
Yes. He's my son.

JAY
May we talk to him, please.

MOTHER
One moment.

She walks away. After a beat, a fifteen-year-old KID comes
to the door.

KID
Yeah?

JAY
Yo--do you post as--
(reading off paper)
Magnolia-Fan on Movie Poop Shoot.com?

KID
Yeah.

JAY
And did you write ""Fuck Jay and Silent
Bob. Fuck them up their stupid asses?

KID
Yeah, a while ago. So?

Jay and Bob nod at each other, then grab the KID, pull him
outside, and start beating the shit out of him on his front
lawn.

EXT. SKY--DAY

The passenger jet flies again, this time in the opposite
direction.

EXT. SUBURBAN HOUSE--DAY

Jay and Bob knocking at another door. Another MOTHER answers.
They speak, she heads inside, and another KID comes to the
door.

JAY
On Movie Poop Shoot.com. did you say
Jay and Silent Bob--
(reading off paper)
""--are fucking clown shoes. If they
were real, I'd beat the shit out of
them for being so stupid.""

KID
(chuckling)
Yeah.

JAY
Really--

Again, Jay and Bob pull the Kid outside and beat the shit
out of him.

INT. CONVENIENCE STORE--DAY

Jay and Bob beat the shit out of a CLERK.

EXT. APARTMENT BUILDING HALLWAY--DAY

Jay and Bob beat the shit out of a WOMAN.

EXT. RECTORY--DAY

Jay and Bob beat the shit out of a PRIEST.

INT. OFFICE--DAY

Jay and Bob beat the shit out of a BUSINESSMAN.

EXT. MOVIE THEATRE--NIGHT

The marquee reads: JASON BIGGS AND JAMES VAN DER BEEK ARE
BLUNTMAN AND CHRONIC!

WORLD PREMIERE!

The front doors open and the CROWD lets out. First we see
DANTE and RANDAL.

RANDAL
Now that was worse then Clash of the
Titans.

DANTE
I still can't believe Judy Dench
played me.

RANDAL
Hey--remind me to renew that
restraining order.

DANTE
Why?

RANDAL
Because I'm gonna blast the flick on
the Internet tonight.

STEVE-DAVE and WALT exit.

STEVE-DAVE
Why can't Hollywood ever make a decent
comic book movie?

WALT
Tell'em Steve-Dave!

STEVE-DAVE
Would you stop saying that?

ALYSSA and TRISH come out.

TRISH
Well, that was just another paean to
male adolescence and its refusal to
grow up.

ALYSSA
Yeah, sis--but it was better than
Mallrats. At least Holden had the
good sense to keep his name off of
it.

TRISH
Why wouldn't Miramax option his other
comic instead? You know--the one he
drew about you and him and your
relationship?

ALYSSA
You mean Chasing Amy? That would
never work as a movie.

BANKY and HOOPER exit.

BANKY
I'm so fucking embarrassed--

HOOPER
Honey, you should be. They took your
characters and reduced them to one
ninety-minute-long-gay joke. It was
like watching Batman and Robin again.

BANKY
Thanks. That means a lot coming from
the guy who pretends to be Shaft as
opposed to the guy who takes shaft.

HOOPER
I don't hear you complaining nightly.
In fact, the only thing I do hear
you say is ""Yes, Hooper! Cradle the
balls and work the shaft!""

BANKY
(looking around)
Hey! Hey! What'd we say? Not in
public!

A guy behind them calls out to Banks.

GUY
Nice movie, you fucking Tracer!

BANKY
(recognizing him)
You--!

GUY
That's right, you sonovabitch! I'm
back for round two!

Banky grabs the guy by the throat and starts choking him,
while Hooper tries to break them up.

WILLENHOLLY exits with Justice in hand-and leg cuffs and a
prison uniform.  They're flanked by two ARMED PRISON GUARDS.

WILLENHOLLY
You know, I don't get out to the
movies much. But I'd have to say
Bluntman and Chronic was Blunt-tastic!

JUSTICE
Are these leg cuffs really necessary?

WILLENHOLLY
Don't make me shoot you, Justice.

And finally, Jay and Silent Bob come out.

JAY
YO! THE PARTY'S ACROSS THE STREET,
FEATURING THE GREATEST BAND IN THE
WORLD: MORRIS DAY AND THE TIME!!!

WHIP PAN to Morris day and The Time on stage, performing
""The Bird."" During the song, Morris points to--

Jay and Bob, who are dancing with Suzanne and Justice (who's
still in cuffs, flanked by the Guards). Jay looks to Bob,
they nod at each other and--

Jay and Silent Bob, join Morris Day and the TIME onstage,
and dance us out to the coda, which reads--

CODA

Bluntman and Chronic Strike Back went on to make a mere 2.3
million at the box office. It was the biggest commercial
failure in the history of Miramax films.  The film was roundly
drubbed as a bad idea by the denizens of the Internet chat
boards, and over the course of the next year, while they
waited for the Quick Stop restraining order to expire, Jay
and Silent Bob tracked them all down and beat the shit out
of them.

CREDITS. THEN--

INT. NOWHERE

A familiar WOMAN closes a book that's marked: THE VIEW
ASKEWNIVERSE. She puts the book down, smiles at us and skips
off.

THE ENDEmbedShare URLCopyEmbedCopy"
output/rdf/genius/lyrics_The%20Beatles_Because.ttl,The Beatles,Because,"[Intro]
Ahh

[Verse 1]
Because the world is round, it turns me on
Because the world is round
Ahh

[Verse 2]
Because the wind is high, it blows my mind
Because the wind is high
Ahh

[Bridge]
Love is old, love is new
Love is all, love is you

[Verse 3]
Because the sky is blue, it makes me cry
Because the sky is blue

[Outro]
Ah-ah-ah-ah-ah
Ah, ahh-ah, ahh-ah-ah
Ah-ah-ah-ah-ah-ah
Ah, ahh, ahh, ahh
Ahh
Ah-ah-ah-ah-ah
Ahh"
output/rdf/genius/lyrics_The%20Beatles_Penny%20Lane.ttl,The Beatles,Penny Lane,"[Verse 1: Paul McCartney]
In Penny Lane there is a barber showing photographs
Of every head he's had the pleasure to know
And all the people that come and go
Stop and say hello

[Verse 2: Paul McCartney]
On the corner is a banker with a motorcar
The little children laugh at him behind his back
And the banker never wears a mac
In the pouring rain
Very strange

[Chorus 1: Paul McCartney with John Lennon & George Harrison]
Penny Lane is in my ears and in my eyes
There beneath the blue suburban skies
I sit and meanwhile back

[Verse 3: Paul McCartney]
In Penny Lane there is a fireman with an hourglass
And in his pocket is a portrait of the Queen
He likes to keep his fire engine clean
It's a clean machine

[Piccolo trumpet solo]
[Chorus 2: Paul McCartney with John Lennon & George Harrison]
Penny Lane is in my ears and in my eyes
Four of fish and finger pies
In summer, meanwhile back

[Verse 4: Paul McCartney]
Behind the shelter in the middle of a roundabout
A pretty nurse is selling poppies from a tray
And though she feels as if she's in a play
She is anyway

[Verse 5: Paul McCartney]
In Penny Lane the barber shaves another customer
We see the banker sitting, waiting for a trim
And then the fireman rushes in
From the pouring rain
Very strange

[Chorus 1: Paul McCartney with John Lennon & George Harrison]
Penny Lane is in my ears and in my eyes
There beneath the blue suburban skies
I sit, and meanwhile back

[Chorus 2: Paul McCartney with John Lennon & George Harrison]
Penny Lane is in my ears and in my eyes
There beneath the blue suburban skies
Penny Lane21EmbedShare URLCopyEmbedCopy"
output/rdf/genius/lyrics_The%20Beatles_And%20I%20Love%20Her.ttl,The Beatles,And I Love Her,"[Verse 1]
I give her all my love
That's all I do
And if you saw my love
You'd love her too
I love her

[Verse 2]
She gives me everything
And tenderly
The kiss my lover brings
She brings to me
And I love her
[Bridge]
A love like ours
Could never die
As long as I
Have you near me

[Verse 3]
Bright are the stars that shine
Dark is the sky
I know this love of mine
Will never die
And I love her
[Guitar Solo]

[Verse 3]
Bright are the stars that shine
Dark is the sky
I know this love of mine
Will never die
And I love her28EmbedShare URLCopyEmbedCopy"
output/rdf/genius/lyrics_The%20Beatles_Here%20Comes%20The%20Sun.ttl,The Beatles,Here Comes the Sun,"[Chorus]
Here comes the sun, doo da doo doo
Here comes the sun, and I say
It's all right

[Verse 1]
Little darling, it's been a long cold lonely winter
Little darling, it feels like years since it's been here

[Chorus]
Here comes the sun, doo da doo doo
Here comes the sun, and I say
It's all right

[Verse 2]
Little darling, the smile's returning to the faces
Little darling, it seems like years since it's been here

[Chorus]
Here comes the sun
Here comes the sun, and I say
It's all right

[Bridge]
Sun, sun, sun, here it comes
Sun, sun, sun, here it comes
Sun, sun, sun, here it comes
Sun, sun, sun, here it comes
Sun, sun, sun, here it comes

[Verse 3]
Little darling, I feel that ice is slowly melting
Little darling, it seems like years since it's been clear

[Chorus]
Here comes the sun, doo da doo doo
Here comes the sun, and I say
It's all right

[Outro]
Here comes the sun, doo da doo doo
Here comes the sun
It's all right
It's all right"
output/rdf/genius/lyrics_The%20Beatles_I%20Me%20Mine.ttl,The Beatles,I Me Mine,"[Verse 1]
All through the day
I me mine, I me mine, I me mine
All through the night
I me mine, I me mine, I me mine
Now they're frightened of leaving it
Everyone's weaving it
Coming on strong all the time
All through the day
I me mine
[Chorus]
I-I-me-me-mine
I-I-me-me-mine
I-I-me-me-mine
I-I-me-me-mine
[Verse 2]
All I can hear
I me mine, I me mine, I me mine
Even those tears
I me mine, I me mine, I me mine
No-one's frightened of playing it
Everyone's saying it
Flowing more freely than wine
All through the day
I me mine
[Chorus]
I-I-me-me-mine
I-I-me-me-mine
I-I-me-me-mine
I-I-me-me-mine
[Verse 2]
All I can hear
I me mine, I me mine, I me mine
Even those tears
I me mine, I me mine, I me mine
No-one's frightened of playing it
Everyone's saying it
Flowing more freely than wine
All through your life
I me mine1EmbedShare URLCopyEmbedCopy"
output/rdf/genius/lyrics_The%20Beatles_All%20My%20Loving.ttl,The Beatles,All My Loving,"[Verse 1]
Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home everyday
And I'll send all my loving to you

[Verse 2]
I'll pretend that I'm kissing
The lips I am missing
And hope that my dreams will come true
And then while I'm away
I'll write home everyday
And I'll send all my loving to you

[Chorus 1]
All my loving I will send to you
All my loving, darling, I'll be true

[Verse 3]
Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home everyday
And I'll send all my loving to you

[Chorus 2]
All my loving I will send to you
All my loving, darling, I'll be true
All my loving, all my loving, ooh
All my loving I will send to you"
output/rdf/genius/lyrics_The%20Beatles_Something.ttl,The Beatles,Something,"[Verse 1]
Something in the way she moves
Attracts me like no other lover
Something in the way she woos me

[Chorus]
I don't want to leave her now
You know I believe and how

[Verse 2]
Somewhere in her smile she knows
That I don't need no other lover
Something in her style that shows me

[Chorus]
I don't want to leave her now
You know I believe and how

[Bridge]
You're asking me will my love grow
I don't know, I don't know
You stick around, now it may show
I don't know, I don't know

[Instrumental Interlude]

[Verse 3]
Something in the way she knows
And all I have to do is think of her
Something in the things she shows me

[Outro]
I don't want to leave her now
You know I believe and how"
output/rdf/genius/lyrics_One%20OClock%20Jump_Count%20Basie%20and%20His%20Orchestra.ttl,Count Basie & His Orchestra,One O’Clock Jump,"Amapola
My pretty little poppy
You're like that lovely flower, so sweet and heavenly
Since I found you
My heart is wrapped around you
And loving you it seems to beat a rhapsody
Amapola
The pretty little poppy
Must copy its endearing charm from you
Amapola, Amapola
How I long to hear you say, ""I love you.""EmbedShare URLCopyEmbedCopy"
output/rdf/genius/lyrics_The%20Beatles_Revolution%209.ttl,The Beatles,Revolution 9,"[Spoken Intro: Alistair Taylor & George Martin]
...bottle of claret for you if I'd realised
I'd forgotten all about it, George, I'm sorry
Well do next time
Will you forgive me?
Mmmyes
Cheeky bitch

[Chorus]
Number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number

[Verse 1]
Then there's this Welsh Rarebit wearing some brown underpants
About the shortage of grain in Hertfordshire
Everyone of them knew that as time went by
They'd get a little bit older and a little bit slower but
It's all the same thing, in this case manufactured by someone who's always
Umpteen time your father's giving it diddly-i-dee
District was leaving, intended to pay for

[Chorus]
Number nine, number nine

Who's to know?
Who was to know?
[Chorus]
Number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine

[Verse 2]
I sustained nothing worse than
Also for example
Whatever you're doing
A business deal falls through
I informed him on the third night
When fortune gives

[Chorus]
Number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine

[Bridge]
Right! Right!
Right, right, right, right!
Right!
Right!

[Chorus]
Number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine

[Verse 3]
I've missed all of that
It makes me a few days late
Compared with, like, wow!
And weird stuff like that
Taking our sides sometimes
Floral bark
Rogue doctors have brought this specimen
I have nobody's short-cuts, aha

[Chorus]
Number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine

With the situation

They are standing still

Upon the telegram

Ooh ooh

[Chorus]
Number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine

Ooh

[Verse 4]
A man without terrors from beard to false
As the headmaster reported to me
My son he really can try as they do to find function
Tell what he was saying, and his voice was low and his hive high
And his eyes were low

[Pre-Chorus]
Alright!
[Chorus]
Number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine

[Verse 5]
So the wife called me and we'd better go to see a surgeon
Or whatever to price it yellow underclothes
So, any road, we went to see the dentist instead
Who gave her a pair of teeth which wasn't any good at all
So instead I'd marry, join the bloody navy and went to sea

Block that kick, block that kick!

In my broken chair, my wings are broken and so is my hair
I'm not in the mood for whirling

Um da
Aaah

[Verse 6]
How?
Dogs for dogging, hands for clapping
Birds for birding and fish for fishing
Them for themming and when for whimming

Only to find the night-watchman
Unaware of his presence in the building

Onion soup

[Chorus]
Number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine, number nine

Industrial output
Financial imbalance

Thrusting it between his shoulder blades

The Watusi
The Twist

El Dorado

Take this brother, may it serve you well

Maybe it's nothing
Aaah
Maybe it's nothing
What? What? Oh

[Verse 7]
Maybe even then
Exposure could be difficult thing
It's quick like rush for peace is
Because it's so much
It was like being naked
If you become naked

[Outro]
Hold that line, hold that line!
Block that kick, block that kick!8EmbedShare URLCopyEmbedCopy"
output/rdf/genius/lyrics_The%20Beatles_Tell%20Me%20What%20You%20See.ttl,The Beatles,Tell Me What You See,"[Verse 1]
If you let me take your heart I will prove to you
We will never be apart if I'm part of you
Open up your eyes now, tell me what you see
It is no surprise now, what you see is me

[Verse 2]
Big and black the clouds may be, time will pass away
If you put your trust in me I'll make bright your day
Look into these eyes now, tell me what you see
Don't you realise now, what you see is me
Tell me what you see

[Verse 3]
Listen to me one more time, how can I get through?
Can't you try to see that I'm trying to get to you?
Open up your eyes now, tell me what you see
It is no surprise now, what you see is me
Tell me what you see

[Verse 4]
Listen to me one more time, how can I get through?
Can't you try to see that I'm trying to get to you?
Open up your eyes now, tell me what you see
It is no surprise now, what you see is me
Hmm"
output/rdf/genius/lyrics_The%20Beatles_It%20Wont%20Be%20Long.ttl,The Beatles,It Won’t Be Long,"[Chorus]
It won't be long yeah, yeah, yeah
It won't be long yeah, yeah, yeah
It won't be long yeah, till I belong to you

[Verse 1]
Every night when everybody has fun
Here am I sitting all on my own

[Chorus]
It won't be long yeah, yeah, yeah
It won't be long yeah, yeah, yeah
It won't be long yeah, till I belong to you

[Bridge]
Since you left me, I'm so alone
Now you're coming, you're coming on home
I'll be good like I know I should
You're coming home, you're coming home

[Verse 2]
Every night the tears come down from my eyes
Every day I've done nothing but cry

[Chorus]
It won't be long yeah, yeah, yeah
It won't be long yeah, yeah, yeah
It won't be long yeah, till I belong to you

[Bridge]
Since you left me, I'm so alone
Now you're coming, you're coming on home
I'll be good like I know I should
You're coming home, you're coming home

[Verse 3]
So every day we'll be happy I know
Now I know that you won't leave me no more

[Chorus/Outro]
It won't be long yeah, yeah, yeah
It won't be long yeah, yeah
It won't be long yeah, till I belong to you"
output/rdf/genius/lyrics_The%20Beatles_I%20Will.ttl,The Beatles,I Will,"[Verse 1]
Who knows how long I've loved you?
You know I love you still
Will I wait a lonely lifetime?
If you want me to, I will

[Verse 2]
For if I ever saw you
I didn't catch your name
But it never really mattered
I will always feel the same

[Bridge]
Love you forever and forever
Love you with all my heart
Love you whenever we're together
Love you when we're apart

[Verse 3]
And when at last I find you
Your song will fill the air
Sing it loud so I can hear you
Make it easy to be near you
For the things you do endear you to me
Oh, you know, I will
I will
[Outro]
Mm mm mm mm mm mm mm mm mm
Da da da da da da da16EmbedShare URLCopyEmbedCopy"
output/rdf/genius/lyrics_The%20Beatles_In%20My%20Life.ttl,The Beatles,In My Life,"[Verse 1: John Lennon & Paul McCartney]
There are places I'll remember
All my life, though some have changed
Some forever, not for better
Some have gone and some remain

[Chorus 1: John Lennon & Paul McCartney]
All these places had their moments
With lovers and friends, I still can recall
Some are dead and some are living
In my life, I've loved them all

[Verse 2: John Lennon & Paul McCartney]
But of all these friends and lovers
There is no one compares with you
And these memories lose their meaning
When I think of love as something new

[Chorus 2: John Lennon with Paul McCartney]
Though I know I'll never lose affection
For people and things that went before
I know I'll often stop and think about them
In my life, I love you more

[Piano Solo]
[Chorus 2: John Lennon & Paul McCartney]
Though I know I'll never lose affection
For people and things that went before
I know I'll often stop and think about them
In my life, I love you more

[Outro: John Lennon]
In my life, I love you more31EmbedShare URLCopyEmbedCopy"
output/rdf/genius/lyrics_The%20Beatles_Please%20Mister%20Postman.ttl,The Beatles,Please Mister Postman,"[Intro]
(Wait!)
Oh yes, wait a minute, Mister Postman
(Wait!)
Wait, Mister Postman

[Chorus 1]
(Mister Postman, look and see)
Oh yeah!
(Is there a letter in your bag for me)
Please, please, Mister Postman
(I've been waiting a long, long time)
Oh yeah!
(Since I heard from that girl of mine)

[Verse 1]
There must be some word someday
From my girlfriend so far away
Please, Mister Postman look and see
If there's a letter, a letter for me
I've been standing here waiting, Mister Postman
So patiently
For just a card or just a letter
Saying she's returning home to me

[Chorus 2]
Please, Mister Postman!
(Mister Postman, look and see)
Oh yeah!
(Is there a letter in your bag for me)
Please, please, Mister Postman
(I've been waiting a long, long time)
Oh yeah!
(Since I heard from that girl of mine)

[Verse 2]
So many days you passed me by
See the tear standing in my eye
You didn't stop to make me feel better
By leaving me a card or a letter

[Chorus 3]
Mister Postman!
(Mister Postman, look and see)
Look and see
If there's a letter, oh yeah, for me
(Is there a letter in your bag for me)
I've been waiting such a long time
(I've been waiting a long, long time)
Since I heard from that girlfriend of mine
(Since I heard from that girl of mine)

[Outro]
You gotta wait a minute, wait a minute
(Wait a minute, wait a minute)
Oh yeah!
(Mister Postman)
Wait a minute, wait a minute
(Wait a minute, wait a minute)
Oh yeah, you got to
(Mister Postman)
Wait a minute, wait a minute
(Wait a minute, wait a minute)
Oh yeah!
(Mister Postman)

Check it and see
One more time for me

You gotta wait a minute, wait a minute
(Wait a minute, wait a minute)
Oh yeah!
(Mister Postman)
Wait a minute, wait a minute
(Wait a minute, wait a minute)
Oh yeah!
(Mister Postman)
Mister Postman
(Wait a minute, wait a minute)
Oh yeah
(Mister Postman)

Deliver the letter, the sooner the better

You gotta wait a minute, wait a minute
(Wait a minute, wait a minute)
Oh yeah!
(Mister Postman)
Wait a minute, wait a minute
(Wait a minute, wait a minute)
Ooh! (Oh yeah!) You gotta
(Mister Postman)
Wait a minute, wait a minute
(Wait a minute, wait a minute)
Oh yeah
(Mister Postman)

Gotta wait a minute, wait a minute
(Wait a minute, wait a minute)
Aah! (Oh yeah!) You gotta
Wait, wait a minute
(Oh yeah, ooh!)"
output/rdf/genius/lyrics_The%20Beatles_Baby%20Its%20You.ttl,The Beatles,Baby It’s You,"[Intro]
Sha la la la la la la
Sha la la la la la la
Sha la la la la la la
Sha la la la la

[Verse 1]
It's not the way you smile that touched my heart
(Sha la la la la)
It's not the way you kiss that tears me apart

[Pre-Chorus]
Uh, oh
Many, many, many nights go by
I sit alone at home and I cry over you
What can I do?
Can't help myself

[Chorus]
'Cause, baby, it's you (Sha la la la la la la)
Baby, it's you (Sha la la la la la la)
(Sha la la la la)

[Verse 2]
You should hear what they say about you, ""cheat,"" ""cheat""
(Sha la la la la)
They say, they say you never never never ever been true
(Cheat, cheat)
[Pre-Chorus]
Uh, oh
It doesn't matter what they say
I know I'm going to love you any old way
What can I do? And it's true
Don't want nobody, nobody

[Chorus]
'Cause, baby, it's you (Sha la la la la la la)
Baby, it's you (Sha la la la la la la)

[Instrumental Break]

[Pre-Chorus]
Uh, oh
It doesn't matter what they say
I know I'm going to love you any old way
What can I do? When it's true
Don't want nobody, nobody

[Chorus]
'Cause, baby, it's you (Sha la la la la la la)
Baby, it's you (Sha la la la la la la)

[Outro]
Don't leave me all alone (Sha la la la la la la)
Come on home (Sha la la la la la la)
'Cause, baby, it's you6EmbedShare URLCopyEmbedCopy"
output/rdf/genius/lyrics_The%20Beatles_Mother%20Natures%20Son.ttl,The Beatles,Mother Nature’s Son,"[Verse 1]
Born a poor young country boy
Mother Nature's son
All day long, I'm sitting singing songs for everyone

[Verse 2]
Sit beside a mountain stream
See her waters rise
Listen to the pretty sound of music as she flies

[Verse 3]
Find me in my field of grass
Mother Nature's son
Swaying daisies sing a lazy song beneath the sun

[Outro]
Mother Nature's sonEmbedShare URLCopyEmbedCopy"
output/rdf/genius/lyrics_The%20Beatles_Lovely%20Rita.ttl,The Beatles,Lovely Rita,"[Intro: John Lennon, Paul McCartney & George Harrison]
Ah
Lovely Rita, meter maid
Lovely Rita, meter maid

[Chorus 1: Paul McCartney]
Lovely Rita, meter maid
Nothing can come between us
When it gets dark I tow your heart away

[Verse 1: Paul McCartney]
Standing by a parking meter
When I caught a glimpse of Rita
Filling in a ticket in her little white book
In a cap she looked much older
And the bag across her shoulder
Made her look a little like a military man

[Chorus 2: Paul McCartney and (Lennon, McCartney & Harrison)]
Lovely Rita, meter maid
May I inquire discreetly (Lovely Rita)
When are you free to take some tea with me? (Lovely Rita maid! Ahh-ah-ah)
Rita!

[Piano Solo]
[Verse 2: Paul McCartney]
Took her out and tried to win her
Had a laugh and over dinner
Told her I would really like to see her again
Got the bill and Rita paid it
Took her home, I nearly made it
Sitting on the sofa with a sister or two

[Chorus 3: Paul McCartney]
Oh, lovely Rita meter maid
Where would I be without you?
Give us a wink and make me think of you

[Outro: John Lennon, Paul McCartney, & George Harrison and (Paul McCartney)]
Lovely Rita meter maid (Lovely meter maid)
Lovely Rita meter maid (Rita meter maid)
Lovely Rita meter maid (Oh Lovely Rita, meter meter maid)
Lovely Rita meter maid
Ah da, ah da, ah da, ah da
Ah da, ah da, ah da, ah da
Ah da, ah da, ah da, ah da
Ah da, ah da, ah da, ah da4EmbedShare URLCopyEmbedCopy"
output/rdf/genius/lyrics_St.%20Louis%20Blues_Bessie%20Smith%20Louis%20Armstrong.ttl,Luke Davis,7.1. From The Jazz Age to bebop,"The black men may have dominated the instrumental and compositional aspects of jazz but there were plenty of women involved within the vocals, such as Ella Fitzgerald, Bessie Smith and Billie Holliday, all former gospel singers who took their use of melisma and blues tones into the sounds and syncopations of jazz

The 1920s became known as the Jazz Age, where the soloists became more prominent. During this time, Louis Armstrong led his band The Hot Five, originally consisting of his wife, Lil Hardin Armstrong, on piano, Kid Ory on trombone, Johnny Dodds on clarinet and Johnny St. Cyr on guitar and banjo. The key to their success and Armstrong’s status within jazz was his ability to improvise as well as implementing the use of “scatting”. A jazz diaspora from New Orleans to Harlem took place in the late 1910s and by the 1920s, it sparked was to be known as the Harlem Renaissance. The name denoted the rebirth of black consciousness that took place for nearly one and a half decades in the area. Initially, ragtime was the music of choices but due to their poor quality, of little likening to Joplin et al (Gioia, 1997), but eventually a technique known as the Harlem Stride Piano crept into the repertoire of jazz musicians. The concept behind the stride piano involved the left hand playing out four beats, switching between a single note or interval on the first and third beats, and a chord on the second and fourth beats (Carmichael, 2001, p.4). This way of playing took a great deal skill and helped to develop the genre whilst giving Harlem its own distinctive style. Soon, the emergence of big bands and “swing” music of the 30s took hold, thanks to the likes of Duke Ellington. However, big band became synonymous with white musicians towards the late 30s, into wartime America, as it became the music most associated with World War II in the US (Glenn Miller being the most famous, both for his big band exploits and his disappearance in action)

European music had always played some part in the development of jazz, but never as fundamental as in post-war jazz. Bebop was introduced in the 40s, pioneered by saxophonist Charlie “Bird” Parker, Thelonius Monk and Dizzy Gillespie amongst others, which soon developed into hard bop and eventually free jazz or “avant garde”EmbedShare URLCopyEmbedCopy"
